Current value: 1.805274145943778, Current params: {'LEARNING_RATE': 0.000998959508133048, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 256, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.7949962283590672, 'DAMPENING': 0.1953830944366441, 'GAMMA': 0.19437324522566257, 'STEP_SIZE': 11}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.8495931717065663, Current params: {'LEARNING_RATE': 0.0009073052406622136, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5499998451103606, 'DAMPENING': 0.03275373176489217, 'GAMMA': 0.7961563647304465, 'STEP_SIZE': 31}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7422897999103253, Current params: {'LEARNING_RATE': 0.0005893720386401701, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5448332255137, 'DAMPENING': 0.026038274539119444, 'GAMMA': 0.8080335863339345, 'STEP_SIZE': 31}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.6140248133586004, Current params: {'LEARNING_RATE': 0.0011582081844357796, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.526449164514587, 'DAMPENING': 0.016967809521393477, 'GAMMA': 0.3653671033997057, 'STEP_SIZE': 33}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.8887681502562303, Current params: {'LEARNING_RATE': 0.0011026915256014001, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.522774643894974, 'DAMPENING': 0.040040195099721336, 'GAMMA': 0.3553361211154375, 'STEP_SIZE': 29}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.6587315431007972, Current params: {'LEARNING_RATE': 0.0008184061198493345, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5878097929891429, 'DAMPENING': 0.019674863790229855, 'GAMMA': 0.31946806378304704, 'STEP_SIZE': 34}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7582209293658917, Current params: {'LEARNING_RATE': 0.0008269899268092515, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5875341201239093, 'DAMPENING': 0.02063515815740553, 'GAMMA': 0.3663246192735981, 'STEP_SIZE': 33}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7319101645396306, Current params: {'LEARNING_RATE': 0.00045667743891852875, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5998747782695466, 'DAMPENING': 0.030457971072747603, 'GAMMA': 0.32755893516038254, 'STEP_SIZE': 37}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.8218830182002141, Current params: {'LEARNING_RATE': 0.0008746082694395588, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5928931217263258, 'DAMPENING': 0.017234249394721783, 'GAMMA': 0.2321719495334867, 'STEP_SIZE': 36}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.8455544068263128, Current params: {'LEARNING_RATE': 0.0006760196894160266, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5858830685499333, 'DAMPENING': 0.03539818958287706, 'GAMMA': 0.3002009264379217, 'STEP_SIZE': 33}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.760603299507728, Current params: {'LEARNING_RATE': 0.008170759394562, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.555651571015023, 'DAMPENING': 0.021511179739109845, 'GAMMA': 0.2744860669585657, 'STEP_SIZE': 31}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7872397991327138, Current params: {'LEARNING_RATE': 0.0011968418796497525, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5270944238811492, 'DAMPENING': 0.024441795542303857, 'GAMMA': 0.3809913094776753, 'STEP_SIZE': 32}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7876938673166127, Current params: {'LEARNING_RATE': 0.0012937187035723667, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5166929824483145, 'DAMPENING': 0.017823805497692764, 'GAMMA': 0.3965561236199549, 'STEP_SIZE': 35}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.730815236385052, Current params: {'LEARNING_RATE': 0.001022381427014291, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5175179808308246, 'DAMPENING': 0.026765552033417708, 'GAMMA': 0.3305687530037153, 'STEP_SIZE': 34}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.8218025139399938, Current params: {'LEARNING_RATE': 0.00026598085728439524, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 256, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5423888788519782, 'DAMPENING': 0.0003241519853953434, 'GAMMA': 0.8583023264231231, 'STEP_SIZE': 26}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.6518740012095525, Current params: {'LEARNING_RATE': 0.0008512046098670622, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5770986314913352, 'DAMPENING': 0.015500303224833749, 'GAMMA': 0.837101535631469, 'STEP_SIZE': 25}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7336413310124323, Current params: {'LEARNING_RATE': 0.0006049065138335501, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5802209874177222, 'DAMPENING': 0.014363647409451315, 'GAMMA': 0.1754730610896219, 'STEP_SIZE': 25}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7020632120279164, Current params: {'LEARNING_RATE': 0.000891731799307683, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5755779919110956, 'DAMPENING': 0.02141117547704478, 'GAMMA': 0.7849504711073598, 'STEP_SIZE': 24}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.8110448397122896, Current params: {'LEARNING_RATE': 0.00078262315174061, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5957539168142134, 'DAMPENING': 0.009523434045539764, 'GAMMA': 0.8089990685523986, 'STEP_SIZE': 34}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7565893393296461, Current params: {'LEARNING_RATE': 0.0004305212812324985, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5599747180235104, 'DAMPENING': 0.016053995448794954, 'GAMMA': 0.7398910442317572, 'STEP_SIZE': 25}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.599870333304772, Current params: {'LEARNING_RATE': 0.0011291001919447809, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5305113718174179, 'DAMPENING': 0.006643575646560208, 'GAMMA': 0.3526507086566642, 'STEP_SIZE': 30}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7335578203201294, Current params: {'LEARNING_RATE': 0.0011151554585912592, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5690836591293434, 'DAMPENING': 0.00593113371506781, 'GAMMA': 0.34397398611703367, 'STEP_SIZE': 30}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.6880689217494085, Current params: {'LEARNING_RATE': 0.000966127568793168, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5289531973212306, 'DAMPENING': 0.011267026502196447, 'GAMMA': 0.34391669906794864, 'STEP_SIZE': 29}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7360239212329571, Current params: {'LEARNING_RATE': 0.001314817555608136, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5381203690068291, 'DAMPENING': 0.006213280507714003, 'GAMMA': 0.3071845587902883, 'STEP_SIZE': 5}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.7506173115510206, Current params: {'LEARNING_RATE': 0.0007040964211629949, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5310062321698416, 'DAMPENING': 0.01870828956999228, 'GAMMA': 0.8390752339414244, 'STEP_SIZE': 33}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
Current value: 1.6791083537615263, Current params: {'LEARNING_RATE': 0.0010934582868668676, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.6130671368653591, 'DAMPENING': 0.013275140625175774, 'GAMMA': 0.35863405153516376, 'STEP_SIZE': 31}
     Best value: 1.546891946059007, Best params: {'LEARNING_RATE': 0.0010721788062048234, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5319831445919779, 'DAMPENING': 0.014540912201127949, 'GAMMA': 0.8123046020392777, 'STEP_SIZE': 27}

#####################################################
